"COUNTRY","Country","SERIES","Series","TIME","Time","Value","Flag Codes","Flags"
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2000","2000",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2001","2001",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2002","2002",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2003","2003",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2004","2004",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2005","2005",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2006","2006",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2007","2007",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2008","2008",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2009","2009",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2010","2010",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2011","2011",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2012","2012",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2013","2013",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2014","2014",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2015","2015",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2016","2016",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2017","2017",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2018","2018",2.625,,
"TUR","Türkiye","EPC_V2","Version 2 (1998-2019)","2019","2019",2.625,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","1998","1998",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","1999","1999",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2000","2000",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2001","2001",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2002","2002",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2003","2003",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2004","2004",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2005","2005",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2006","2006",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2007","2007",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2008","2008",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2009","2009",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2010","2010",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2011","2011",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2012","2012",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2013","2013",2.375,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2014","2014",2.125,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2015","2015",2.125,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2016","2016",2.125,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2017","2017",2.125,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2018","2018",2.125,,
"GBR","United Kingdom","EPC_V2","Version 2 (1998-2019)","2019","2019",2.125,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","1998","1998",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","1999","1999",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2000","2000",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2001","2001",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2002","2002",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2003","2003",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2004","2004",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2005","2005",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2006","2006",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2007","2007",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2008","2008",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2009","2009",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2010","2010",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2011","2011",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2012","2012",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2013","2013",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2014","2014",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2015","2015",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2016","2016",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2017","2017",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2018","2018",2.12249994277954,,
"USA","United States","EPC_V2","Version 2 (1998-2019)","2019","2019",2.12249994277954,,
"OECD","OECD countries","EPC_V2","Version 2 (1998-2019)","2014","2014",2.81101965904235,,
"OECD","OECD countries","EPC_V2","Version 2 (1998-2019)","2015","2015",2.81101965904235,,
"OECD","OECD countries","EPC_V2","Version 2 (1998-2019)","2016","2016",2.81101965904235,,
"OECD","OECD countries","EPC_V2","Version 2 (1998-2019)","2017","2017",2.79128289222717,,
"OECD","OECD countries","EPC_V2","Version 2 (1998-2019)","2018","2018",2.79128289222717,,
"OECD","OECD countries","EPC_V2","Version 2 (1998-2019)","2019","2019",2.79128289222717,,
"ISR","Israel","EPC_V2","Version 2 (1998-2019)","2008","2008",1.875,,
"ISR","Israel","EPC_V2","Version 2 (1998-2019)","2009","2009",1.875,,
"ISR","Israel","EPC_V2","Version 2 (1998-2019)","2010","2010",1.875,,
"ISR","Israel","EPC_V2","Version 2 (1998-2019)","2011","2011",1.875,,
"ISR","Israel","EPC_V2","Version 2 (1998-2019)","2012","2012",1.875,,
"ISR","Israel","EPC_V2","Version 2 (1998-2019)","2013","2013",1.875,,
"ISR","Israel","EPC_V2","Version 2 (1998-2019)","2014","2014",1.875,,
"ISR","Israel","EPC_V2","Version 2 (1998-2019)","2015","2015",1.875,,
"ISR","Israel","EPC_V2","Version 2 (1998-2019)","2016","2016",1.875,,
"ISR","Israel","EPC_V2","Version 2 (1998-2019)","2017","2017",1.875,,
"ISR","Israel","EPC_V2","Version 2 (1998-2019)","2018","2018",1.875,,
"ISR","Israel","EPC_V2","Version 2 (1998-2019)","2019","2019",1.875,,
"BRA","Brazil","EPC_V2","Version 2 (1998-2019)","2008","2008",0,,
"BRA","Brazil","EPC_V2","Version 2 (1998-2019)","2009","2009",0,,
"BRA","Brazil","EPC_V2","Version 2 (1998-2019)","2010","2010",1.5,,
"BRA","Brazil","EPC_V2","Version 2 (1998-2019)","2011","2011",1.5,,
"BRA","Brazil","EPC_V2","Version 2 (1998-2019)","2012","2012",1.5,,
"CHL","Chile","EPC_V2","Version 2 (1998-2019)","2008","2008",0,,
"CHL","Chile","EPC_V2","Version 2 (1998-2019)","2009","2009",0,,
"CHL","Chile","EPC_V2","Version 2 (1998-2019)","2010","2010",0,,
"CHL","Chile","EPC_V2","Version 2 (1998-2019)","2011","2011",0,,
"CHL","Chile","EPC_V2","Version 2 (1998-2019)","2012","2012",0,,
"CHL","Chile","EPC_V2","Version 2 (1998-2019)","2013","2013",0,,
"CHL","Chile","EPC_V2","Version 2 (1998-2019)","2014","2014",0,,
"CHL","Chile","EPC_V2","Version 2 (1998-2019)","2015","2015",0,,
"CHL","Chile","EPC_V2","Version 2 (1998-2019)","2016","2016",0,,
"CHL","Chile","EPC_V2","Version 2 (1998-2019)","2017","2017",0,,
"CHL","Chile","EPC_V2","Version 2 (1998-2019)","2018","2018",0,,
"CHL","Chile","EPC_V2","Version 2 (1998-2019)","2019","2019",0,,
"CHN","China","EPC_V2","Version 2 (1998-2019)","2008","2008",2.25,,
"CHN","China","EPC_V2","Version 2 (1998-2019)","2009","2009",2.25,,
"CHN","China","EPC_V2","Version 2 (1998-2019)","2010","2010",2.25,,
"CHN","China","EPC_V2","Version 2 (1998-2019)","2011","2011",2.25,,
"CHN","China","EPC_V2","Version 2 (1998-2019)","2012","2012",2.25,,
"IDN","Indonesia","EPC_V2","Version 2 (1998-2019)","2008","2008",0,,
"IDN","Indonesia","EPC_V2","Version 2 (1998-2019)","2009","2009",0,,
"IDN","Indonesia","EPC_V2","Version 2 (1998-2019)","2010","2010",0,,
"IDN","Indonesia","EPC_V2","Version 2 (1998-2019)","2011","2011",0,,
"IDN","Indonesia","EPC_V2","Version 2 (1998-2019)","2012","2012",0,,
"IND","India","EPC_V2","Version 2 (1998-2019)","2008","2008",0.4375,,
"IND","India","EPC_V2","Version 2 (1998-2019)","2009","2009",0.4375,,
"IND","India","EPC_V2","Version 2 (1998-2019)","2010","2010",0.4375,,
"IND","India","EPC_V2","Version 2 (1998-2019)","2011","2011",0.4375,,
"IND","India","EPC_V2","Version 2 (1998-2019)","2012","2012",0.4375,,
"SVN","Slovenia","EPC_V2","Version 2 (1998-2019)","2008","2008",3.625,,
"SVN","Slovenia","EPC_V2","Version 2 (1998-2019)","2009","2009",3.625,,
"SVN","Slovenia","EPC_V2","Version 2 (1998-2019)","2010","2010",3.625,,
"SVN","Slovenia","EPC_V2","Version 2 (1998-2019)","2011","2011",3.625,,
"SVN","Slovenia","EPC_V2","Version 2 (1998-2019)","2012","2012",3.625,,
"SVN","Slovenia","EPC_V2","Version 2 (1998-2019)","2013","2013",3.625,,
"SVN","Slovenia","EPC_V2","Version 2 (1998-2019)","2014","2014",3.625,,
"SVN","Slovenia","EPC_V2","Version 2 (1998-2019)","2015","2015",3.625,,
"SVN","Slovenia","EPC_V2","Version 2 (1998-2019)","2016","2016",3.625,,
"SVN","Slovenia","EPC_V2","Version 2 (1998-2019)","2017","2017",3.625,,
"SVN","Slovenia","EPC_V2","Version 2 (1998-2019)","2018","2018",3.625,,
"SVN","Slovenia","EPC_V2","Version 2 (1998-2019)","2019","2019",3.625,,
"ZAF","South Africa","EPC_V2","Version 2 (1998-2019)","2008","2008",1.875,,
"ZAF","South Africa","EPC_V2","Version 2 (1998-2019)","2009","2009",1.875,,
"ZAF","South Africa","EPC_V2","Version 2 (1998-2019)","2010","2010",1.875,,
"ZAF","South Africa","EPC_V2","Version 2 (1998-2019)","2011","2011",1.875,,
"ZAF","South Africa","EPC_V2","Version 2 (1998-2019)","2012","2012",1.875,,
"EST","Estonia","EPC_V2","Version 2 (1998-2019)","2008","2008",1.75,,
"EST","Estonia","EPC_V2","Version 2 (1998-2019)","2009","2009",1.75,,
"EST","Estonia","EPC_V2","Version 2 (1998-2019)","2010","2010",2.875,,
"EST","Estonia","EPC_V2","Version 2 (1998-2019)","2011","2011",2.875,,
"EST","Estonia","EPC_V2","Version 2 (1998-2019)","2012","2012",2.875,,
"EST","Estonia","EPC_V2","Version 2 (1998-2019)","2013","2013",2.875,,
"EST","Estonia","EPC_V2","Version 2 (1998-2019)","2014","2014",2.875,,
"EST","Estonia","EPC_V2","Version 2 (1998-2019)","2015","2015",2.875,,
"EST","Estonia","EPC_V2","Version 2 (1998-2019)","2016","2016",2.875,,
"EST","Estonia","EPC_V2","Version 2 (1998-2019)","2017","2017",2.875,,
"EST","Estonia","EPC_V2","Version 2 (1998-2019)","2018","2018",2.875,,
"EST","Estonia","EPC_V2","Version 2 (1998-2019)","2019","2019",2.875,,
"RUS","Russian Federation","EPC_V2","Version 2 (1998-2019)","2008","2008",1.5,,
"RUS","Russian Federation","EPC_V2","Version 2 (1998-2019)","2009","2009",1.5,,
"RUS","Russian Federation","EPC_V2","Version 2 (1998-2019)","2010","2010",1.5,,
"RUS","Russian Federation","EPC_V2","Version 2 (1998-2019)","2011","2011",1.5,,
"RUS","Russian Federation","EPC_V2","Version 2 (1998-2019)","2012","2012",1.5,,
"LTU","Lithuania","EPC_V2","Version 2 (1998-2019)","2014","2014",2.875,,
"LTU","Lithuania","EPC_V2","Version 2 (1998-2019)","2015","2015",2.875,,
"LTU","Lithuania","EPC_V2","Version 2 (1998-2019)","2016","2016",2.875,,
"LTU","Lithuania","EPC_V2","Version 2 (1998-2019)","2017","2017",2.875,,
"LTU","Lithuania","EPC_V2","Version 2 (1998-2019)","2018","2018",2.875,,
"LTU","Lithuania","EPC_V2","Version 2 (1998-2019)","2019","2019",2.875,,
"LVA","Latvia","EPC_V2","Version 2 (1998-2019)","2012","2012",3.75,,
"LVA","Latvia","EPC_V2","Version 2 (1998-2019)","2013","2013",3.75,,
"LVA","Latvia","EPC_V2","Version 2 (1998-2019)","2014","2014",3.75,,
"LVA","Latvia","EPC_V2","Version 2 (1998-2019)","2015","2015",3.75,,
"LVA","Latvia","EPC_V2","Version 2 (1998-2019)","2016","2016",3.75,,
"LVA","Latvia","EPC_V2","Version 2 (1998-2019)","2017","2017",3.75,,
"LVA","Latvia","EPC_V2","Version 2 (1998-2019)","2018","2018",3.75,,
"LVA","Latvia","EPC_V2","Version 2 (1998-2019)","2019","2019",3.75,,
"HRV","Croatia","EPC_V2","Version 2 (1998-2019)","2015","2015",2.25,,
"MKD","FYR of Macedonia","EPC_V2","Version 2 (1998-2019)","2015","2015",3.25,,
"ARG","Argentina","EPC_V2","Version 2 (1998-2019)","2012","2012",4.00250005722045,,
"ARG","Argentina","EPC_V2","Version 2 (1998-2019)","2013","2013",4.00250005722045,,
"ARG","Argentina","EPC_V2","Version 2 (1998-2019)","2014","2014",4.00250005722045,,
"ARG","Argentina","EPC_V2","Version 2 (1998-2019)","2015","2015",4.00250005722045,,
"ARG","Argentina","EPC_V2","Version 2 (1998-2019)","2016","2016",4.00250005722045,,
"ARG","Argentina","EPC_V2","Version 2 (1998-2019)","2017","2017",4.00250005722045,,
"ARG","Argentina","EPC_V2","Version 2 (1998-2019)","2018","2018",4.00250005722045,,
"ARG","Argentina","EPC_V2","Version 2 (1998-2019)","2019","2019",4.00250005722045,,
"SAU","Saudi Arabia","EPC_V2","Version 2 (1998-2019)","2008","2008",0,,
"SAU","Saudi Arabia","EPC_V2","Version 2 (1998-2019)","2009","2009",0,,
"SAU","Saudi Arabia","EPC_V2","Version 2 (1998-2019)","2010","2010",0,,
"SAU","Saudi Arabia","EPC_V2","Version 2 (1998-2019)","2011","2011",0,,
"SAU","Saudi Arabia","EPC_V2","Version 2 (1998-2019)","2012","2012",0,,
"COL","Colombia","EPC_V2","Version 2 (1998-2019)","2014","2014",4,,
"COL","Colombia","EPC_V2","Version 2 (1998-2019)","2015","2015",4,,
"COL","Colombia","EPC_V2","Version 2 (1998-2019)","2016","2016",4,,
"COL","Colombia","EPC_V2","Version 2 (1998-2019)","2017","2017",4,,
"COL","Colombia","EPC_V2","Version 2 (1998-2019)","2018","2018",4,,
"COL","Colombia","EPC_V2","Version 2 (1998-2019)","2019","2019",4,,
"CRI","Costa Rica","EPC_V2","Version 2 (1998-2019)","2014","2014",0,,
"CRI","Costa Rica","EPC_V2","Version 2 (1998-2019)","2015","2015",0,,
"CRI","Costa Rica","EPC_V2","Version 2 (1998-2019)","2016","2016",0,,
"CRI","Costa Rica","EPC_V2","Version 2 (1998-2019)","2017","2017",0,,
"CRI","Costa Rica","EPC_V2","Version 2 (1998-2019)","2018","2018",0,,
"CRI","Costa Rica","EPC_V2","Version 2 (1998-2019)","2019","2019",0,,
"ALB","Albania","EPC_V2","Version 2 (1998-2019)","2015","2015",3.125,,
"BHS","Bahamas","EPC_V2","Version 2 (1998-2019)","2014","2014",0,,
"BIH","Bosnia and Herzegovina","EPC_V2","Version 2 (1998-2019)","2015","2015",2.5625,,
"BOL","Bolivia","EPC_V2","Version 2 (1998-2019)","2014","2014",0,,
"BRB","Barbados","EPC_V2","Version 2 (1998-2019)","2014","2014",2.5,,
"DOM","Dominican Republic","EPC_V2","Version 2 (1998-2019)","2014","2014",0,,
"ECU","Ecuador","EPC_V2","Version 2 (1998-2019)","2014","2014",1,,
"SLV","El Salvador","EPC_V2","Version 2 (1998-2019)","2014","2014",0,,
"GTM","Guatemala","EPC_V2","Version 2 (1998-2019)","2014","2014",0,,
"HND","Honduras","EPC_V2","Version 2 (1998-2019)","2014","2014",3.375,,
"JAM","Jamaica","EPC_V2","Version 2 (1998-2019)","2014","2014",1.375,,
"XKX","Kosovo","EPC_V2","Version 2 (1998-2019)","2011","2011",3.125,,
"XKX","Kosovo","EPC_V2","Version 2 (1998-2019)","2012","2012",3.125,,
"XKX","Kosovo","EPC_V2","Version 2 (1998-2019)","2013","2013",3.125,,
"XKX","Kosovo","EPC_V2","Version 2 (1998-2019)","2014","2014",3.125,,
"MNE","Montenegro","EPC_V2","Version 2 (1998-2019)","2013","2013",3.625,,
"MYS","Malaysia","EPC_V2","Version 2 (1998-2019)","2013","2013",0,,
"NIC","Nicaragua","EPC_V2","Version 2 (1998-2019)","2014","2014",1.75,,
"PAN","Panama","EPC_V2","Version 2 (1998-2019)","2014","2014",0,,
"PRY","Paraguay","EPC_V2","Version 2 (1998-2019)","2014","2014",1.375,,
"PRY","Paraguay","EPC_V2","Version 2 (1998-2019)","2015","2015",1.375,,
"PRY","Paraguay","EPC_V2","Version 2 (1998-2019)","2016","2016",1.375,,
"PRY","Paraguay","EPC_V2","Version 2 (1998-2019)","2017","2017",1.375,,
"PRY","Paraguay","EPC_V2","Version 2 (1998-2019)","2018","2018",1.375,,
"PRY","Paraguay","EPC_V2","Version 2 (1998-2019)","2019","2019",1.375,,
"PER","Peru","EPC_V2","Version 2 (1998-2019)","2014","2014",4,,
"PER","Peru","EPC_V2","Version 2 (1998-2019)","2015","2015",4,,
"PER","Peru","EPC_V2","Version 2 (1998-2019)","2016","2016",4,,
"PER","Peru","EPC_V2","Version 2 (1998-2019)","2017","2017",4,,
"PER","Peru","EPC_V2","Version 2 (1998-2019)","2018","2018",4,,
"PER","Peru","EPC_V2","Version 2 (1998-2019)","2019","2019",4,,
"SRB","Serbia","EPC_V2","Version 2 (1998-2019)","2015","2015",3.625,,
"THA","Thailand","EPC_V2","Version 2 (1998-2019)","2011","2011",0,,
"THA","Thailand","EPC_V2","Version 2 (1998-2019)","2012","2012",0,,
"THA","Thailand","EPC_V2","Version 2 (1998-2019)","2013","2013",0,,
"THA","Thailand","EPC_V2","Version 2 (1998-2019)","2014","2014",0,,
"TUN","Tunisia","EPC_V2","Version 2 (1998-2019)","2013","2013",0,,
"URY","Uruguay","EPC_V2","Version 2 (1998-2019)","2014","2014",2.125,,
"URY","Uruguay","EPC_V2","Version 2 (1998-2019)","2015","2015",2.125,,
"URY","Uruguay","EPC_V2","Version 2 (1998-2019)","2016","2016",2.125,,
"URY","Uruguay","EPC_V2","Version 2 (1998-2019)","2017","2017",2.125,,
"URY","Uruguay","EPC_V2","Version 2 (1998-2019)","2018","2018",2.125,,
"URY","Uruguay","EPC_V2","Version 2 (1998-2019)","2019","2019",2.125,,
"VEN","Venezuela","EPC_V2","Version 2 (1998-2019)","2014","2014",3.5,,
"KAZ","Kazakhstan","EPC_V2","Version 2 (1998-2019)","2014","2014",0,,
"KAZ","Kazakhstan","EPC_V2","Version 2 (1998-2019)","2015","2015",0,,
"AUS","Australia","EPC_V4","Version 4 (2013-2019)","2013","2013",1.81150794029235,,
"AUS","Australia","EPC_V4","Version 4 (2013-2019)","2014","2014",1.81150794029235,,
"AUS","Australia","EPC_V4","Version 4 (2013-2019)","2015","2015",1.81150794029235,,
"AUS","Australia","EPC_V4","Version 4 (2013-2019)","2016","2016",1.81150794029235,,
"AUS","Australia","EPC_V4","Version 4 (2013-2019)","2017","2017",1.81150794029235,,
"AUS","Australia","EPC_V4","Version 4 (2013-2019)","2018","2018",1.81150794029235,,
"AUS","Australia","EPC_V4","Version 4 (2013-2019)","2019","2019",1.81150794029235,,
"AUT","Austria","EPC_V4","Version 4 (2013-2019)","2013","2013",2.14484119415283,,
"AUT","Austria","EPC_V4","Version 4 (2013-2019)","2014","2014",2.14484119415283,,
"AUT","Austria","EPC_V4","Version 4 (2013-2019)","2015","2015",2.14484119415283,,
"AUT","Austria","EPC_V4","Version 4 (2013-2019)","2016","2016",2.14484119415283,,
"AUT","Austria","EPC_V4","Version 4 (2013-2019)","2017","2017",2.14484119415283,,
"AUT","Austria","EPC_V4","Version 4 (2013-2019)","2018","2018",2.14484119415283,,
"AUT","Austria","EPC_V4","Version 4 (2013-2019)","2019","2019",2.14484119415283,,
"BEL","Belgium","EPC_V4","Version 4 (2013-2019)","2013","2013",2.48170185089111,,
"BEL","Belgium","EPC_V4","Version 4 (2013-2019)","2014","2014",2.56503534317016,,
"BEL","Belgium","EPC_V4","Version 4 (2013-2019)","2015","2015",2.56503534317016,,
"BEL","Belgium","EPC_V4","Version 4 (2013-2019)","2016","2016",2.56503534317016,,
"BEL","Belgium","EPC_V4","Version 4 (2013-2019)","2017","2017",2.56503534317016,,
"BEL","Belgium","EPC_V4","Version 4 (2013-2019)","2018","2018",2.56503534317016,,
"BEL","Belgium","EPC_V4","Version 4 (2013-2019)","2019","2019",2.67515420913696,,
"CAN","Canada","EPC_V4","Version 4 (2013-2019)","2013","2013",1.84545636177062,,
"CAN","Canada","EPC_V4","Version 4 (2013-2019)","2014","2014",1.84545636177062,,
"CAN","Canada","EPC_V4","Version 4 (2013-2019)","2015","2015",1.84545636177062,,
"CAN","Canada","EPC_V4","Version 4 (2013-2019)","2016","2016",1.84545636177062,,
"CAN","Canada","EPC_V4","Version 4 (2013-2019)","2017","2017",1.84545636177062,,
"CAN","Canada","EPC_V4","Version 4 (2013-2019)","2018","2018",1.84545636177062,,
"CAN","Canada","EPC_V4","Version 4 (2013-2019)","2019","2019",1.84545636177062,,
"CZE","Czech Republic","EPC_V4","Version 4 (2013-2019)","2013","2013",3.04563474655151,,
"CZE","Czech Republic","EPC_V4","Version 4 (2013-2019)","2014","2014",3.04563474655151,,
"CZE","Czech Republic","EPC_V4","Version 4 (2013-2019)","2015","2015",3.04563474655151,,
"CZE","Czech Republic","EPC_V4","Version 4 (2013-2019)","2016","2016",3.04563474655151,,
"CZE","Czech Republic","EPC_V4","Version 4 (2013-2019)","2017","2017",3.04563474655151,,
"CZE","Czech Republic","EPC_V4","Version 4 (2013-2019)","2018","2018",3.04563474655151,,
"CZE","Czech Republic","EPC_V4","Version 4 (2013-2019)","2019","2019",3.04563474655151,,
"DNK","Denmark","EPC_V4","Version 4 (2013-2019)","2013","2013",2.17813062667846,,
"DNK","Denmark","EPC_V4","Version 4 (2013-2019)","2014","2014",2.17813062667846,,
"DNK","Denmark","EPC_V4","Version 4 (2013-2019)","2015","2015",2.17813062667846,,
"DNK","Denmark","EPC_V4","Version 4 (2013-2019)","2016","2016",2.17813062667846,,
"DNK","Denmark","EPC_V4","Version 4 (2013-2019)","2017","2017",2.17813062667846,,
"DNK","Denmark","EPC_V4","Version 4 (2013-2019)","2018","2018",2.17813062667846,,
"DNK","Denmark","EPC_V4","Version 4 (2013-2019)","2019","2019",2.17813062667846,,
"FIN","Finland","EPC_V4","Version 4 (2013-2019)","2013","2013",2.75,,
"FIN","Finland","EPC_V4","Version 4 (2013-2019)","2014","2014",2.75,,
"FIN","Finland","EPC_V4","Version 4 (2013-2019)","2015","2015",2.75,,
"FIN","Finland","EPC_V4","Version 4 (2013-2019)","2016","2016",2.75,,
"FIN","Finland","EPC_V4","Version 4 (2013-2019)","2017","2017",2.75,,
"FIN","Finland","EPC_V4","Version 4 (2013-2019)","2018","2018",2.75,,
"FIN","Finland","EPC_V4","Version 4 (2013-2019)","2019","2019",2.75,,
"FRA","France","EPC_V4","Version 4 (2013-2019)","2013","2013",3.29660725593566,,
"FRA","France","EPC_V4","Version 4 (2013-2019)","2014","2014",3.24119043350219,,
"FRA","France","EPC_V4","Version 4 (2013-2019)","2015","2015",3.24119043350219,,
"FRA","France","EPC_V4","Version 4 (2013-2019)","2016","2016",3.24119043350219,,
"FRA","France","EPC_V4","Version 4 (2013-2019)","2017","2017",3.20396828651428,,
"FRA","France","EPC_V4","Version 4 (2013-2019)","2018","2018",3.25158739089965,,
"FRA","France","EPC_V4","Version 4 (2013-2019)","2019","2019",3.25158739089965,,
"DEU","Germany","EPC_V4","Version 4 (2013-2019)","2013","2013",2.60865855216979,,
"DEU","Germany","EPC_V4","Version 4 (2013-2019)","2014","2014",2.60865855216979,,
"DEU","Germany","EPC_V4","Version 4 (2013-2019)","2015","2015",2.60865855216979,,
"DEU","Germany","EPC_V4","Version 4 (2013-2019)","2016","2016",2.60865855216979,,
"DEU","Germany","EPC_V4","Version 4 (2013-2019)","2017","2017",2.60865855216979,,
"DEU","Germany","EPC_V4","Version 4 (2013-2019)","2018","2018",2.60865855216979,,
"DEU","Germany","EPC_V4","Version 4 (2013-2019)","2019","2019",2.60865855216979,,
"GRC","Greece","EPC_V4","Version 4 (2013-2019)","2013","2013",2.71891546249389,,
"GRC","Greece","EPC_V4","Version 4 (2013-2019)","2014","2014",2.71891546249389,,
"GRC","Greece","EPC_V4","Version 4 (2013-2019)","2015","2015",2.71891546249389,,
"GRC","Greece","EPC_V4","Version 4 (2013-2019)","2016","2016",2.71891546249389,,
"GRC","Greece","EPC_V4","Version 4 (2013-2019)","2017","2017",2.71891546249389,,
"GRC","Greece","EPC_V4","Version 4 (2013-2019)","2018","2018",2.55224871635437,,
"GRC","Greece","EPC_V4","Version 4 (2013-2019)","2019","2019",2.55224871635437,,
"HUN","Hungary","EPC_V4","Version 4 (2013-2019)","2013","2013",2.05853176116943,,
"HUN","Hungary","EPC_V4","Version 4 (2013-2019)","2014","2014",2.05853176116943,,
"HUN","Hungary","EPC_V4","Version 4 (2013-2019)","2015","2015",2.05853176116943,,
"HUN","Hungary","EPC_V4","Version 4 (2013-2019)","2016","2016",2.05853176116943,,
"HUN","Hungary","EPC_V4","Version 4 (2013-2019)","2017","2017",2.05853176116943,,
"HUN","Hungary","EPC_V4","Version 4 (2013-2019)","2018","2018",2.18353176116943,,
"HUN","Hungary","EPC_V4","Version 4 (2013-2019)","2019","2019",2.18353176116943,,
"ISL","Iceland","EPC_V4","Version 4 (2013-2019)","2013","2013",2.32886910438537,,
"ISL","Iceland","EPC_V4","Version 4 (2013-2019)","2014","2014",2.32886910438537,,
"ISL","Iceland","EPC_V4","Version 4 (2013-2019)","2015","2015",2.32886910438537,,
"ISL","Iceland","EPC_V4","Version 4 (2013-2019)","2016","2016",2.32886910438537,,
"ISL","Iceland","EPC_V4","Version 4 (2013-2019)","2017","2017",2.32886910438537,,
"ISL","Iceland","EPC_V4","Version 4 (2013-2019)","2018","2018",2.32886910438537,,
"ISL","Iceland","EPC_V4","Version 4 (2013-2019)","2019","2019",2.32886910438537,,
"IRL","Ireland","EPC_V4","Version 4 (2013-2019)","2013","2013",2.52480149269104,,
"IRL","Ireland","EPC_V4","Version 4 (2013-2019)","2014","2014",2.52480149269104,,
"IRL","Ireland","EPC_V4","Version 4 (2013-2019)","2015","2015",2.52480149269104,,
"IRL","Ireland","EPC_V4","Version 4 (2013-2019)","2016","2016",2.52480149269104,,
"IRL","Ireland","EPC_V4","Version 4 (2013-2019)","2017","2017",2.52480149269104,,
